Musée,Nuléro de caisse,inventaire,inventaire clean,pictures filenames,matériau,matériau simplifié,"matériau (sous-type)
",incertitude sur le matériel,typologie,typologie@en,datation,incertitude sur la datation,provenance (country code),provenance,provenance@en,incertitude sur provenance,nombre de fragements,number of fragments clean,typologies de fragments,taille,poids,lacunaire (observations),% lacunaire,Integrity,degradation state,condition state,weapon,autre dégradations visibles ,observations ,Unnamed: 12,autres observations,Unnamed: 13,Unnamed: 15,obaservations ,NR,"NR 
 collegato",Relazione,Inventario MGGC,Collocazione fisica,"Sala
 mostra",Didascalia,Riproduzione digitale,Consistenza,"Tipologia
 documentaria NO AAT","Tipologia
 documentaria",material_to_technic,Tecnica,"Tipologia riprod. 
in mostra",Soggetti,"Titolo 
 originale",Titolo museale,Titolo @en,Data,Scopritore,Autore_extended,Autore,Traduttore,Disegnatore,Incisore,Editore,"Luogo 
 editore","Preparatore 
 museale",Committente,Collezione_extended,Collezione,"Ente 
 conservatore","Luogo
 conservazione",provenance_file,Regno,Phylum,Classe,Ordine,Famiglia,Genere,Specie,Taxon_data,TIPO,Periodo_geologico,Età_specifica,Formazione_geologica,Ambiente_deposizionale,Stato_geografico_raccolta,Luogo_raccolta
MIC,21,"4. 1600,2-1611,2","4. 1600,2-1611,2","4. 1600,2-1611,2 (47).JPG
4. 1600,2-1611,2 (52).JPG
4. 1600,2-1611,2 (54).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,23,23,"2 entre 10 et 8cm, 2 entre 8 et 6cm, 7 entre 6 et 4 cm, 12 e,tre 4 et 2 cm.","18,5 cm de diamètre ",,"0,15",15,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief","comes from the museum's pre-war vitrine 190, but is not visible in the silver photo because it lies flat, and it is impossible to find the inventory numbers that correspond precisely to the object among the 11 other similar objects in the section; donated to the museum by the Count of Tokyo in 1927 (motif with large rose-like flowers in the foreground).",,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. (décors avec mer et vague bleu au premier plan) ",,,,,,,,21,,small porcelain plate with landscape and floral decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,landscape; flowers,,plate with landscape,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"5. 1600,2-1611,2","5. 1600,2-1611,2","5. 1600,2-1611,2 (41).JPG
5. 1600,2-1611,2 (44).JPG
5. 1600,2-1611,2 (45).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,10,10,"1 entre 12 et 10 cm, 7 entre 10 et 8 cm, 2 entre 4 et 2 cm","18,5 cm de diamètre ",,"0,1",10,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief","comes from the museum's pre-war showcase 190, but not visible in the silver photo because it was laid flat, and it was impossible to find the inventory numbers corresponding to the object among the 11 other similar objects in the section; donated to the museum by the Count of Tokyo in 1927 (motif with umbrella pines, the one with the shard completely melted).",,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. (décor avec lac et pins parasols)",,,,,,,,21,,small porcelain plate with landscape and floral decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,landscape; flowers,,plate with landscape,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"6. 1600,2-1611,2","6. 1600,2-1611,2","6.1600,2-1611,2 (31).JPG
6.1600,2-1611,2 (36).JPG
6.1600,2-1611,2 (37).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,20,20,"1 entre 14 et 12 cm, 2 entre 10 et 8 cm, 1 entre 8 et 6 cm, 11 entre 6 et 4 cm, 5 entre 4 et 2 cm","18,5 cm de diamètre ",,"0,15",15,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief","comes from the museum's pre-war vitrine 190, but is not visible on the silver photo because it is laid flat, and it is impossible to find the inventory numbers that correspond precisely to the object among the 11 other similar objects in the section; donated to the museum by the Count of Tokyo in 1927. (décor with lake and umbrella pines).",,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. ",,,,,,,,21,,small porcelain plate with landscape and floral decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,landscape; flowers,,plate with landscape,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"7. 1600,2-1611,2","7. 1600,2-1611,2","7. 1600,2-1611,2 (7).JPG
7.1600,2-1611,2 (22).JPG
7.1600,2-1611,2 (24).JPG
7.1600,2-1611,2 (26).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,24,24,"5 entre 8 et 6 cm, 12 entre 6 et 4 cm, 6 entre 4 et 2 cm","18,5 cm de diamètre ",,"0,3",30,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief","comes from the museum's pre-war vitrine 190, but is not visible on the silver photo because it lies flat, and it is impossible to find the inventory numbers that correspond precisely to the object among the 11 other similar objects in the section; donated to the museum by the Count of Tokyo in 1927 (motif with the little house at the bottom).",,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. ",,,,,,,,21,,small porcelain plate with landscape and floral decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,landscape; flowers,,plate with landscape,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"8. 1600,2-1611,2","8. 1600,2-1611,2","8. 1600,2-1611,2 (1).JPG
8. 1600,2-1611,2 (6).JPG
8. 1600,2-1611,2 (10).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,15,15,"2 entre 10 et 8 cm, 6 entre 8 et 6 cm, 4  entre 6 et 4 cm, 3 entre 4 et 2 cm","18,5 cm de diamètre ",,"0,1",10,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief","comes from the museum's pre-war vitrine 190, but is not visible on the silver photo because it lies flat, and it is impossible to find the inventory numbers that correspond precisely to the object among the 11 other similar objects in the section; donated to the museum by the Count of Tokyo in 1927 (motif with mountain in background).",,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. (motif avec la petite maison en bas)",,,,,,,,21,,small porcelain plate with landscape and floral decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,landscape; flowers,,plate with landscape,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,21,"9. 1600,2-1611,2","9. 1600,2-1611,2","9.1600,2-1611,2 (71).JPG
9.1600,2-1611,2 (73).JPG
9.1600,2-1611,2 (74).JPG
9.1600,2-1611,2 (75).JPG",porcelaine,porcelaine,dure,FALSE,plat ,plate,1850,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,20,20,"2 entre 12 et 10 cm, 1 entre 10 et 8 cm, 5 entre 6 et 4 cm, 12 entre 4 et 2 cm.","18,5 cm de diamètre ",,"0,1",10,complete archeological profile,"burn mark, melting of the glaze, fusion of exogenous elements, broken / stuck",bad,incendiary grenade,"traces de brûlures, aspect granuleux du décor en relief","comes from the museum's pre-war vitrine 190, but is not visible on the silver photo because it is laid flat, and it is impossible to find the inventory numbers that correspond precisely to the object among the 11 other similar objects in the section; donated to the museum by the Count of Tokyo in 1927 (motif with a kind of vine flower and lake ? blue-green).",,"provient de la vitrine 190 du musée d'avant guerre, mais pas visible précément sur la photo argentique car posé à plat, impossible de retrouver les numéros d'inventaires correspondant précisement à l'objet parmi les 11 autres similaires de la section; Don du comte de Tokyo au musée en 1927. (motif avec sorte de fleur de vigne et lac ? bleu vert)",,,,,,,,21,,small porcelain plate with landscape and floral decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,landscape; flowers,,plate with landscape,,1850,,,,,,,,,,,Donation from the Earl of Tokyo ,Earl of Tokyo,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,3,SI_Alberhi v.178 (caisse 3),SI_Alberhi v.178,"DSC_0108.JPG
DSC_0116.JPG
",porcelaine,porcelaine,,FALSE,"grand plat ""ciottola""",large bowl,XIX,FALSE,156,Chine {Asie},China {Asia},FALSE,environ 80,80,"bcp de taille différentes, difficile de faire la typo comme déjà collé.","35 cm de diamètre, h 10,5 cm",,,20,complete archeological profile,"broken / stuck, burn mark, melting of the glaze, fusion of exogenous elements",poor,incendiary grenade,"traces de brûles, noircissements de fragments entiers, clocage, perte du décor glaçurée, aspect granuleux des décors glaçurés en reliefs, coulure de la glaçure sur les tranches, fragments exogène qui a fusionné à l'intérieur du col. ",comes from showcase 178 in the pre-war museum. Difficult to morph the fragments as they are already glued.,,provient de la vitrine 178 du musée d'avant guerre. Difficile de faire la morpho des fragments car déjà collé. ,,,,,,,,3,,large ciottola (dish) with phoenix and dragons ,,,large ciottola (dish),dishes (vessels for food),porcelaine,pottery forming techniques,,phoenix; dragons ,,large ciottola with dragons and phoenix ,,1800-1899,,,,,,,,,,,Donation Alberghi,Alberghi Donation,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,3,SI_Alberghi v.178.1 (caisse 3),SI_Alberghi v.178.1,"DSC_0154.JPG
DSC_0157.JPG
",porcelaine,porcelaine,,FALSE,"grand plat ""ciottola""",large bowl,XIX,FALSE,156,Chine {Asie},China {Asia},FALSE,environ 125,125,"bcp de taille différentes, difficile de faire la typo comme déjà collé.","40 cm de diamètre, h 13 cm",,"0,2",20,complete archeological profile,"broken / stuck, burn mark, melting of the glaze",poor,incendiary grenade,"traces de brûles, noircissements de fragments entiers, clocage, perte du décor glaçurée, aspect granuleux des décors glaçurés en reliefs.  ","comes from showcase 178 in the pre-war museum. Difficult to morph the fragments as they are already glued. But many small and very small fragments (less than 2cm),",,"provient de la vitrine 178 du musée d'avant guerre. Difficile de faire la morpho des fragments car déjà collé. Mais beaucoup de petits et très petits fragments (moins de 2cm), ",,,,,,,,3,,"large ciottola (dish) with flower and interior scenes
",,,large ciottola (dish),dishes (vessels for food),porcelaine,pottery forming techniques,,flowers; interior scenes,,large ciottola with floral decorations and interior scenes ,,1800-1899,,,,,,,,,,,Donation Alberghi,Alberghi Donation,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,,SI _ Albergi v.178.2,SI _ Albergi v.178.2,"DSC_0185.JPG
DSC_0197.JPG
SI _ Albergi v.178.2.png",porcelaine,porcelaine,,FALSE,vase ; couvercle,vase with lid,XIX,FALSE,156,Chine {Asie},China {Asia},FALSE,environ 80,80,"bcp de taille différentes, difficile de faire la typo comme déjà collé.","34 cm de haut, 20 cm de diamètre",,"0,3",30,complete archeological profile,"broken / stuck, burn mark",poor,incendiary grenade,"traces de brûles, noircissements de fragments entiers, clocage, perte du décor glaçurée, aspect granuleux des décors glaçurés en reliefs.  ","But there are many small and very small fragments (less than 2cm), and the typology of the fragments is peculiar, very jagged, which allows solid reassembly and avoids jagged edges.",,"provient de la vitrine 178 du musée d'avant guerre. Difficile de faire la morpho des fragments car déjà collé. Mais beaucoup de petits et très petits fragments (moins de 2cm), et typologie des fragments particulières, très dentelée ce qui permet un remontage solide qui évité les ressauts. ",,,,,,,,,,"Chinese vase with lid, interior scenes decorations
",,,vase with lid,"vases, lids (covers)",porcelaine,pottery forming techniques,,interior scenes,,long neck vase with lid ,,1800-1899,,,,,,,,,,,Donation Alberghi,Alberghi Donation,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,,SI_v.20,SI_v.20,"DSC_0310.JPG
DSC_0318.JPG
SI_V.20.png",porcelaine,porcelaine,,FALSE,vase,vase,XIX,FALSE,156,Chine {Asie},China {Asia},FALSE,plus de 100,>100,"bcp de petits et très petits fragments, essentiellement entre 2 et 4 et moins de 2 cm. Difficile de faire un à un car déjà collé","24 cm de haut, diamètre 10",,"0,3",30,complete archeological profile,"broken / stuck, burn mark, melting of the glaze",poor,incendiary grenade,"traces de brûles, noircissements de fragments entiers, clocage, perte du décor glaçurée, aspect granuleux des décors glaçurés en reliefs.  ","comes from showcase 178 in the pre-war museum. Difficult to morph the fragments as they are already glued. But many small and very small fragments (less than 2cm), and particular fragment typology, very jagged, which allows solid reassembly and avoids jaggedness. In two parts, neck and body, no connection because too many gaps.",,"provient de la vitrine 178 du musée d'avant guerre. Difficile de faire la morpho des fragments car déjà collé. Mais beaucoup de petits et très petits fragments (moins de 2cm), et typologie des fragments particulières, très dentelée ce qui permet un remontage solide qui évité les ressauts. en deux partie, le col et le corps pas de connexion car trop lacunaire.",,,,,,,,,,"porcelain vase interior scenes and floral decorations
",,,vase,vases,porcelaine,pottery forming techniques,,flowers; interior scenes,,china porcelain vase decorated with interior scenes in medallions ,,1800-1899,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,,SI_v.20.1,SI_v.20.1,"DSC_0323.JPG
SI_V.20.1.png",porcelaine,porcelaine,,FALSE,vase,vase,XIX,FALSE,156,Chine {Asie},China {Asia},FALSE,plus de 60,>60,"bcp de petits et très petits fragments, essentiellement entre 2 et 4 et moins de 2 cm. Difficile de faire un à un car déjà collé","24 cm de haut, environ 10 cm de diamètre (difficile à dire, pas de connexion dans la partie haute arrondie)",,"0,4",40,incomplete,"broken / stuck, burn mark, melting of the glaze",bad,incendiary grenade,"traces de brûles, noircissements de fragments entiers, clocage, perte du décor glaçurée, aspect granuleux des décors glaçurés en reliefs.  ","comes from showcase 178 in the pre-war museum. Difficult to morph the fragments as they are already glued. But there are many small and very small fragments (less than 2cm), and the typology of the fragments is peculiar, very jagged, which makes for solid reassembly and avoids jaggedness.",,"provient de la vitrine 178 du musée d'avant guerre. Difficile de faire la morpho des fragments car déjà collé. Mais beaucoup de petits et très petits fragments (moins de 2cm), et typologie des fragments particulières, très dentelée ce qui permet un remontage solide qui évité les ressauts. ",,,,,,,,,,lion-headed handles porcelain vase with floral and interior scenes decorations,,,vase,vases,porcelaine,pottery forming techniques,,lion heads; flowers; interior scenes,,china porcelain vase decorated with interior scenes in medallions ,,1800-1899,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,79,"9738,1","9738,1","9738,1 (3).JPG
9738,1 (7).JPG",porcelaine,porcelaine,,FALSE,sucrier ,sugar bowl,XVIII,FALSE,380,Italie {Europe} (production Ginnori),Italy {Europe} (production Ginnori),FALSE,2,2,"en gros deux moitié, cassure au milieur, cassé/collé 1 entre 6 et 8 et 1 de  4 cm","5 cm h, 10x8 cm",,entier ,0,complete,"burn mark, melting of the glaze",bad,incendiary grenade,"noircissement sur l'ensemble de la surface, à un degrés elevé. Perte totale du décor, illisble. Quelques bulles où on voit encore le fond blanc à l'intérieur. Les décors floraux semblent plus en reliefs. ","post-war duplicate. We can see that it is slightly larger, could the size have shrunk during the fire?",,"duplicat post guerre. On voit qu'il est légérement plus grand, est-ce que la taille à pu se rétrécir pdt l'incendie ?",,,,"9738,1",,,,,,sugar bowl with floral decorations,,,sugar bowl,sugar bowls,porcelaine,pottery forming techniques,,flowers,,Ginnori sugar bowl with floral decoration ,,1700-1799,,Ginnori Manufacture,Ginnori manufacture,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,,?,SI_Ginori ,"inconnu Ginnori (15).JPG  
Inconnu Ginnori (6).JPG",porcelaine,porcelaine,,FALSE,Tasse à café,coffee cup,XVIII,FALSE,380,Italie {Europe} (production Ginnori),Italy {Europe} (production Ginnori),FALSE,environ 10,10,"plusieurs gros morceaux dont un presque la moitié de l'objet 8,5 cm de haut, mais qqls petits morceaux sur les bords moins de 2 cm ","h 8cm, L 7,5 cm l 5,3 cm",,"0,1",10,complete archeological profile,"burn mark, broken / stuck, melting of the glaze, fusion of exogenous elements, metallization traces",bad,incendiary grenade,"fusion du revêtement avc éléments exogènes, plus la brillance originale d'une porcelaine. 3 petits fragments noircis mais avc les reflets métalliques déjà vu ailleurs sur la maiolica par exemple. ","post-war duplicate, also slightly larger. Given that it's from the same factory, either the component has shrunk during the fire, or the duplicate is slightly larger than the originals. No inventory no., but given the condition probably in Fondo salita refuge with the others. point of impact probably at collar level, as only this part is missing.",,"duplicat post guerre, lui aussi légérement plus grand. Étant donné qu'il s'agit de la même manufacture, soit composante qui fait que ça réduit pdt l'incendie, soit duplicat fait un poil plus grand que les exemplaire originaux. Pas le N° d'inventaire, mais vu l'état probablemen à FS avc les autres. point d'impact surement au niveau du col car seule partie lacunaire ",,,,,,,,,,coffee cup with fruit decorations,,,coffee cup,coffee cups,porcelaine,pottery forming techniques,,fruits,,Ginnori cup with fruit decoration ,,1700-1799,,Ginnori Manufacture,Ginnori manufacture,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,,"1938,2","1938,2","1938,2 (11).JPG
1938,2 (13).JPG
1938,2 (2).JPG
1938,2 (7).JPG
1938.png",Biscuit [porcelaine],porcelaine,biscuit,FALSE,Statue sur base,statue on a base,XX,FALSE,250,France {Europe} (Sèvres manufacture),France {Europe} (Sèvres manufacture),FALSE,environ 50,50,"variés : très gros morceaux de plus de 20 cm, et petits de moins de 2 cm. Forme 3D, difficile ","environ 46 cm de haut, 15 x 14 cm (difficile car lacunaire plusieurs éléments du drapés manquants). ",,25-30%,25-30,incomplete,"lack of stability, burn mark, fusion of exogenous elements",bad,incendiary grenade,lacunaire mais les fragments restants en relativement bon état. quelques noircissements partiels mais pas bcp. Traces jaunes (anciennes colles ?),"biscuit is uncoated porcelain. In the case of Oriental and Ginnori porcelain, it's often the coatings that have suffered a little, but overall the cookie was in good condition (apart from broken), here idem. Broken and missing pieces, but that's about it.",,"Le biscuit est une porcelaine sans revêtement. Dans le cas des porcelaines orientales et Ginnori, ce sont les revêtements souvent qui ont un peu souffert, mais globalement le biscuit était en bon état (à part cassé), ici idem. Cassé et manque des morceaux mais c'est tout globalement. ",,,,"1938,2",,,,,,"Sèvres biscuit statuette representing a woman during her ablutions
",,,statue on a base,statues,Biscuit [porcelaine],pottery forming techniques,,woman,,statuette of a bather ,,1900-1999,,Sèvres Manufacture,Sèvres manufacture [VIAF:135638588],,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,,SN_Alberghi,SN_Alberghi,"SN Alberghi 3 (1).JPG
SN Alberghi 3 (2).JPG
SN-Alberghi.png",porcelaine,porcelaine,,FALSE,vase ,vase,XVIII - XIX,FALSE,156,Chine {Asie},China {Asia},FALSE,environ 20,20,"variés : très gros morceaux de plus de 20 cm, et petits de moins de 2 cm. Cassé/collé difficile de savoir avec précision","24 cm de h, 12 de diamètre ",,"0,15",15,complete archeological profile,"deformation, lack of stability, melting of the glaze",poor,incendiary grenade,"un gros morceau presque un quart du vase (représente la moitié de la partie basse) ne s'attache plus car manifestement a rétrécis. Déformation notable car connexion présente de deux côté mais pas en même temps (trop ""court""). Pour de la porcelaine dure chinoise dégradation particuliérement notable. pas encore vu sur ce type de matériaux. ",,,,,,,,,,,,,"Chinese porcelain vase with framed figurative scenes
",,,vase,vases,porcelaine,pottery forming techniques,,figurative scenes,,china porcelain vase decorated with interior scenes in medallions ,,1700 - 1899,,,,,,,,,,,Donation Alberghi,Alberghi Donation,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,,"1645,2-1650,2","1645,2-1650,2","1645,2-1652,2 (1).JPG
1645,2-1652,2 (6).JPG
1645,2-1652,2 (7).JPG",porcelaine,porcelaine,,FALSE,assiette,plate,XIX,FALSE,392,Japon {Asie} ,Japan {Asia},FALSE,environ 5,5,"un seul morceau amalgamé, fusé avec d'autres matériaux (maiolica)","environ 25 cm de long, pour 20 de large, 12 cm de h",,"0,6",60,incomplete,"melting of the glaze, fusion of exogenous elements",bad,incendiary grenade,"ensemble de 6 assiettes à l'origine, 4 retrouvées et deux maquantes. Les deux manquantes en question sont cet amalga. On a bien le fond de deux assiettes en porcelaine, mais ilisibilité totale à cause de toutes les concréssions : maiolica, clous etc…","we notice that, despite the very damaged appearance, the porcelain itself is in good condition (confirming our theory about the resistance of hard pastes compared to porous ones).",,"on remarque que malgrés l'aspect très endommagé, la porcelaine en elle-même est en bonne état. (confirme notre théorie sur la résistance des pâtes dures par rapport aux pâtes poreuses). ",,,,"1645,2-1650,2",,,,,,porcelain plate with blue and yellow floral decorations,,,plate,"""plates (general, dishes)""",porcelaine,pottery forming techniques,,flowers,,plate with floral decoration,,1800-1899,,,,,,,,,,,,,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,102,SN_Alberghi v.95 caisse 102 (FS),SN_Alberghi v.95,"SN_Alberghi (1).JPG
SN_Alberghi (11).JPG
SN_Alberghi (18).JPG
Sn-alberghi v.95.png",porcelaine ? Avec smalte,porcelaine,avec smalte,TRUE,statue ,statue ,end of XVIII - beginning of XIX,TRUE,392 (?); 156 (?),Japon (?); Chine (?) {Asie} ,Japan / China {Asia},TRUE,3,3,"corps entier 40 cm de haut, le morceau de bras 8 cm, le dragron entre 10 et 12 cm ","h 43 cm, 21x14,5 cm l/L",,quasi complet moins de 5 %,0-5,complete,"burn mark, metallization traces",fair,incendiary grenade,noircissements hétérogènes; perte des couleurs originelles (traces de verts encore visible dans la tunique) effets métalliques sur le crane et rouge/rosé comme sur certaine maiolica (est-ce que ce n'est pas une porcelaine mais un autre type de matériau ?),"dans la fiche détaillée de l'objet faite par l'expert, infos sur provenance possible (production four jingdezhen ?), les analyses devraient permettre d'avoir certaines réponses.",,"dans la fiche détaillée de l'objet faite par l'expert, infos sur provenance possible (production four jingdezhen ?), les analyses devraient permettre d'avoir certaines réponses.",,,,,,,,102,,"Statuette representing a Luohan (Japanese Rakan, both from the Sanskrit Arhant or Arhat) or one of the legendary disciples of the historical Buddha, Shakyamuni. Polychrome overglaze porcelain, with semi-opaque green, white, and bluish glazes on the figure's cloak. He holds a dragon that appears to emerge from his skull in his right hand.
",,,statue ,statues,porcelaine ? Avec smalte,"pottery forming techniques, pottery glazing (process or technique)",,Luohan,,Luohan statuette ,,1775 - 1825,,possibly a Jingdezhen production,manifacture in Jingdezhen,,,,,,,,Donation Alberghi,Alberghi Donation,MIC Museo Internazionale della Ceramica in Faenza,Faenza,faenza_porcelaine.csv,,,,,,,,,,,,,,,
MIC,102,"4290,1","4290,1","4290,1 (3).JPG
4290,1 (6).JPG
4290,1 (8).JPG
4290.png",celadon [grés] ,grés,céladon,FALSE,vase with two handles,vase with two handles,1279-1368,FALSE,156,China,China {Asia},FALSE,8,8,,"h 12,5 cm, diam 15,5 cm",,,10-20,complete archeological profile,"cracked / split, burn mark",fair,incendiary grenade,,"displayed in the showcase 107, room VII of the pre-war museum",,,,,,"4290,1",,,,,,"Ancient grès, celadon type from Yuan Dynastie ",,,pot with two handles,pots (containers),grès,pottery glazing (process or technique),,,,,,1279-1368,,Yuan dynastie,,,,,,,,,Donation from Giorgio Eumofopoulos,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,8,"1930,2","1930,2","1930,2 (1).JPG
1930,2 (2).JPG
1930,2 (7).JPG
1930,2 (15).JPG
1930.png",grès fin,grés,,FALSE,statue,statue,1925-1930,FALSE,250,France,France,FALSE,4,4,,"h 34 cm, l 21 cm, L 15 cm",,,<5,complete archeological profile,"cracked / split, broken / stuck, aging of old restauration products, burn mark",fair,incendiary grenade,,"Displayed in the showcase 195, room XI of the pre-war museum. The inventory is mistaken on about the subject and material of the art work. The inventory refers to it as "" statuette of a young boy in terracotta""",,,,,,"1930,2",,,,512,,Bigouden girl's head,,,statue,statues,grès,pottery forming techniques,,Bigouden (Brittany) girl,,Bigouden girl's head,,1925-1930,,René Quillivic,Sèvres manufacture [VIAF:135638588],,,,,,,,Donation from the Sèvres manufacture ,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
MIC,33,"2859,2","2859,2","2859,2 (4).JPG
2859,2 (6).JPG
2859,2 (8).JPG
2859,2 (18).JPG
2859.png",White grès,grés,blanc,FALSE,statue,statue,1938,FALSE,246,Finlande {Europe} (Helsingfore),Finlande {Europe} (Helsingfore),FALSE,9,9,,"h 16 cm, l 34 cm, l 13 cm",,,<25,complete archeological profile,"cracked / split, lack of stability, lack of adhesion of the glaze",fair,incendiary grenade,,"Displayed in the Showcase 409, room XI of the pre-war museum",,,,,,"2859,2",,,,537,,statue of a buffalo,,,statue,statues,grès,pottery forming techniques,,lying buffalo,,statue of a buffalo,,1938,,Michael Schilkin,Arabia Helsingfor manufacture,,,,,,,,Donation of the Arabia Helsingfor manufacture,,MIC Museo Internazionale della Ceramica in Faenza [VIAF:140363668],Faenza,,,,,,,,,,,,,,,,
